temp_1.0_23.mid	felt_liminality_verse_key_transposed.mid	0.49233343
temp_1.0_24.mid	rustie_ultra-thizz_outro_key_transposed.mid	0.32769520
temp_1.0_24.mid	au5_singularity_chorus_key_transposed.mid	0.24577140
temp_1.0_25.mid	alt-j_something-good_chorus_key_transposed.mid	0.89379464
temp_1.0_25.mid	jan-and-dean_dead-mans-curve_chorus_key_transposed.mid	0.89379464
temp_1.0_26.mid	radiohead_fake-plastic-trees_chorus_key_transposed.mid	0.49722891
temp_1.0_26.mid	the-naked-and-famous_rolling-waves_chorus_key_transposed.mid	0.34126950
temp_1.0_27.mid	fancy_flames-of-love_chorus_key_transposed.mid	0.96328307
temp_1.0_27.mid	hachi_donut-hole_intro_key_transposed.mid	0.96328307
temp_1.0_28.mid	fort-minor_welcome_intro_key_transposed.mid	0.99670160
temp_1.0_28.mid	garoad_karmotrine-dream_intro_key_transposed.mid	0.99221136
temp_1.0_29.mid	black-sabbath_paranoid_pre-chorus-and-chorus_key_transposed.mid	0.97073138
temp_1.0_29.mid	douglas-firs_shimmer-and-glow_chorus_key_transposed.mid	0.64715425
temp_1.0_3.mid	bob-marley_buffalo-soldier_verse_key_transposed.mid	0.94285996
temp_1.0_3.mid	saves-the-day_where-are-you_chorus_key_transposed.mid	0.94285996
temp_1.0_30.mid	the-naked-and-famous_rolling-waves_verse_key_transposed.mid	0.40427367
temp_1.0_30.mid	slowdive_alison_chorus_key_transposed.mid	0.37218351
temp_1.0_31.mid	marny-kennedy_its-my-life_intro_key_transposed.mid	0.99374487
temp_1.0_31.mid	marny-kennedy_its-my-life_pre-outro_key_transposed.mid	0.99374487
temp_1.0_32.mid	audalanche_tale_intro_key_transposed.mid	0.99513647
temp_1.0_32.mid	alexander-vogele_breakaway_chorus_key_transposed.mid	0.99409328
temp_1.0_33.mid	lo-hess_bridges-are-burned_pre-chorus_key_transposed.mid	0.38769717
temp_1.0_33.mid	iosys_marisa-stole-the-precious-thing_chorus_key_transposed.mid	0.24333291
temp_1.0_34.mid	disney_beauty-and-the-beast_verse_key_transposed.mid	0.33199353
temp_1.0_34.mid	kylie-minogue_in-my-arms_chorus_key_transposed.mid	0.32768063
temp_1.0_35.mid	tyler-the-creator_911_chorus_key_transposed.mid	0.99029850
temp_1.0_35.mid	radiohead_kid-a_verse_key_transposed.mid	0.33009950
temp_1.0_36.mid	stevie-wonder_boogie-on-reggae-woman_chorus_key_transposed.mid	0.08523190
temp_1.0_36.mid	ratboy-genius_happyman-1_verse_key_transposed.mid	0.05806104
temp_1.0_37.mid	odd-future_oldie_instrumental_key_transposed.mid	0.17047359
temp_1.0_37.mid	thq_spongebob-bfbb---rock-bottom_chorus_key_transposed.mid	0.14282178
temp_1.0_38.mid	whethan-vs-oliver-tree_when-im-down_verse_key_transposed.mid	0.31803383
temp_1.0_38.mid	pearl-jam_indifference_chorus_key_transposed.mid	0.31588937
temp_1.0_39.mid	amy-winehouse_you-know-im-no-good_verse_key_transposed.mid	0.49364264
temp_1.0_39.mid	common_the-questions_instrumental_key_transposed.mid	0.19829228
temp_1.0_4.mid	elvis-presley_you-were-always-on-my-mind_verse_key_transposed.mid	0.98772112
temp_1.0_4.mid	pet-shop-boys_you-were-always-on-my-mind_verse_key_transposed.mid	0.98772112
temp_1.0_40.mid	audien_iris_pre-chorus_key_transposed.mid	0.20344714
temp_1.0_40.mid	norin-and-rad_bloom_chorus_key_transposed.mid	0.08768372
temp_1.0_41.mid	gemini_graduation_chorus_key_transposed.mid	0.97150217
temp_1.0_41.mid	grouplove_shark-attack_bridge_key_transposed.mid	0.97150217
temp_1.0_42.mid	kate-bush_cloudbusting_chorus_key_transposed.mid	0.24881758
temp_1.0_42.mid	alec-holowka-and-scott-benson_die-anywhere-else_verse_key_transposed.mid	0.24715560
temp_1.0_43.mid	adele_skyfall_verse_key_transposed.mid	0.97341772
temp_1.0_43.mid	madonna_borderline_chorus_key_transposed.mid	0.97341772
temp_1.0_44.mid	the-naked-and-famous_rolling-waves_verse_key_transposed.mid	0.20618710
temp_1.0_44.mid	sega_egg-gate_chorus-lead-out_key_transposed.mid	0.19817565
temp_1.0_45.mid	paradise-lost_mercy_intro-and-verse_key_transposed.mid	0.49739908
temp_1.0_45.mid	rustie_ultra-thizz_outro_key_transposed.mid	0.49436186
temp_1.0_46.mid	death-cab-for-cutie_brothers-on-a-hotel-bed_intro_key_transposed.mid	0.66342476
temp_1.0_46.mid	james-blunt_1973_bridge_key_transposed.mid	0.33069228
temp_1.0_47.mid	u2_magnificent---adam-k-and-soha-club-mix_chorus_key_transposed.mid	0.97150217
temp_1.0_47.mid	u2_magnificent_chorus_key_transposed.mid	0.97150217
temp_1.0_48.mid	tatsuro-yamashita_amaku-kiken-na-kaori_intro_key_transposed.mid	0.49789209
temp_1.0_48.mid	a-tribe-called-quest_word-play_instrumental_key_transposed.mid	0.49732801
temp_1.0_49.mid	the-korgis_everybodys-got-to-learn-sometime_verse_key_transposed.mid	0.98664362
temp_1.0_49.mid	interpol_narc_verse_key_transposed.mid	0.32957577
temp_1.0_5.mid	carly-simon_coming-around-again_verse_key_transposed.mid	0.21948213
temp_1.0_5.mid	alesso_if-it-wasnt-for-you_chorus_key_transposed.mid	0.19529148
temp_1.0_50.mid	kendrick-lamar_alright_pre-chorus_key_transposed.mid	0.98370842
temp_1.0_50.mid	kansas_dust-in-the-wind_chorus-lead-out_key_transposed.mid	0.98108194
temp_1.0_51.mid	bjork_army-of-me_intro_key_transposed.mid	0.03974490
temp_1.0_51.mid	hardwell_we-are-legends_chorus_key_transposed.mid	0.02082574
temp_1.0_52.mid	ben-folds_you-dont-know-me_intro-and-verse_key_transposed.mid	0.97825233
temp_1.0_52.mid	jon-foreman_june-and-johnny_intro-and-verse_key_transposed.mid	0.97825233
temp_1.0_53.mid	rhythm-heaven_built-to-scale_verse_key_transposed.mid	0.65235744
temp_1.0_53.mid	lou-reed_satellite-of-love_verse_key_transposed.mid	0.48958555
temp_1.0_54.mid	jess-glynne_hold-my-hand_chorus_key_transposed.mid	0.96582413
temp_1.0_54.mid	no-doubt_its-my-life_pre-chorus_key_transposed.mid	0.96582413
temp_1.0_55.mid	kate-bush_cloudbusting_chorus_key_transposed.mid	0.47226624
temp_1.0_55.mid	fleetwood-mac_landslide_verse_key_transposed.mid	0.37781299
temp_1.0_56.mid	c2c_down-the-road_chorus_key_transposed.mid	0.65094500
temp_1.0_56.mid	muse_new-born_chorus_key_transposed.mid	0.48051180
temp_1.0_57.mid	britney-spears_criminal_bridge_key_transposed.mid	0.33172897
temp_1.0_57.mid	radiohead_packt-like-sardines-in-a-crushd-tin-box_intro-and-verse_key_transposed.mid	0.24879673
temp_1.0_58.mid	bruce-springsteen_dancing-in-the-dark_verse_key_transposed.mid	0.44950780
temp_1.0_58.mid	coldplay_green-eyes_intro-and-verse_key_transposed.mid	0.31637498
temp_1.0_59.mid	rhythm-heaven_built-to-scale_verse_key_transposed.mid	0.98336225
temp_1.0_59.mid	wii-sports_tennis-training_verse_key_transposed.mid	0.98118282
temp_1.0_6.mid	lou-reed_satellite-of-love_outro_key_transposed.mid	0.49804376
temp_1.0_6.mid	beirut_fener_verse_key_transposed.mid	0.32927647
temp_1.0_60.mid	eden_crash_verse_key_transposed.mid	0.98044095
temp_1.0_60.mid	soupandreas_over-you_intro_key_transposed.mid	0.59426232
temp_1.0_61.mid	eden_crash_verse_key_transposed.mid	0.98044095
temp_1.0_61.mid	chvrches_lies_chorus_key_transposed.mid	0.50789155
temp_1.0_62.mid	alt-j_something-good_chorus_key_transposed.mid	0.89379464
temp_1.0_62.mid	jan-and-dean_dead-mans-curve_chorus_key_transposed.mid	0.89379464
temp_1.0_63.mid	lita-ford_kiss-me-deadly_chorus_key_transposed.mid	0.89379464
temp_1.0_63.mid	the-beatles_im-happy-just-to-dance-with-you_intro_key_transposed.mid	0.89379464
temp_1.0_64.mid	jan-and-dean_dead-mans-curve_chorus_key_transposed.mid	0.89379464
temp_1.0_64.mid	alt-j_something-good_chorus_key_transposed.mid	0.89379464
temp_1.0_65.mid	adele_skyfall_verse_key_transposed.mid	0.97341772
temp_1.0_65.mid	madonna_borderline_chorus_key_transposed.mid	0.97341772
temp_1.0_66.mid	eden_gold_verse_key_transposed.mid	0.49365071
temp_1.0_66.mid	jackson-browne_running-on-empty_chorus_key_transposed.mid	0.32910047
temp_1.0_67.mid	lildeucedeuce_mine-turtle_chorus_key_transposed.mid	0.89379464
temp_1.0_67.mid	zoosk_first-comes-like_verse_key_transposed.mid	0.89379464
temp_1.0_68.mid	eden_crash_verse_key_transposed.mid	0.98044095
temp_1.0_68.mid	the-killers_human_chorus_key_transposed.mid	0.97803979
temp_1.0_69.mid	miley-cyrus_malibu_pre-chorus-and-chorus_key_transposed.mid	0.47854962
temp_1.0_69.mid	bent-van-looy_words_chorus_key_transposed.mid	0.32212298
temp_1.0_7.mid	heatbeat_solarstone-vs-scott-bond---3rd-world_pre-chorus_key_transposed.mid	0.49955743
temp_1.0_7.mid	slowdive_alison_chorus_key_transposed.mid	0.37223239
temp_1.0_70.mid	the-cure_boys-dont-cry_chorus_key_transposed.mid	0.96900685
temp_1.0_70.mid	alunageorge_supernatural_instrumental_key_transposed.mid	0.48450342
temp_1.0_71.mid	bon-jovi_wanted-dead-or-alive_verse_key_transposed.mid	0.99577880
temp_1.0_71.mid	chairlift_evident-utensil_chorus_key_transposed.mid	0.49788940
temp_1.0_72.mid	rihanna-and-kanye-west-and-paul-mccartney_fourfiveseconds_verse_key_transposed.mid	0.24848532
temp_1.0_72.mid	mitch-benn-and-the-distractions_everything-sounds-like-coldplay-now_verse_key_transposed.mid	0.24452329
temp_1.0_73.mid	avicii---ezon-remix-_all-you-need-is-love_intro-and-verse_key_transposed.mid	0.53632750
temp_1.0_73.mid	soupandreas_over-you_intro_key_transposed.mid	0.45647776
temp_1.0_74.mid	avicii_the-nights_solo_key_transposed.mid	0.18087092
temp_1.0_74.mid	m83_outro_instrumental_key_transposed.mid	0.15661071
temp_1.0_75.mid	the-korgis_everybodys-got-to-learn-sometime_verse_key_transposed.mid	0.98664362
temp_1.0_75.mid	kevin-maiden_benevolence-in-blue_chorus_key_transposed.mid	0.58401270
temp_1.0_76.mid	rihanna-and-kanye-west-and-paul-mccartney_fourfiveseconds_verse_key_transposed.mid	0.47193398
temp_1.0_76.mid	hans-zimmer_no-time-for-caution---interstellar_outro_key_transposed.mid	0.44593148
temp_1.0_77.mid	the-beatles_a-hard-days-night_intro-and-verse_key_transposed.mid	0.98333445
temp_1.0_77.mid	the-beatles_a-hard-days-night_intro_key_transposed.mid	0.98333445
temp_1.0_78.mid	serge-gainsbourg_je-taime---moi-non-plus_chorus_key_transposed.mid	0.97121228
temp_1.0_78.mid	the-cure_boys-dont-cry_chorus_key_transposed.mid	0.96900685
temp_1.0_79.mid	black-sabbath_paranoid_pre-chorus-and-chorus_key_transposed.mid	0.97073138
temp_1.0_79.mid	snails-house_ra-mu-ne_chorus_key_transposed.mid	0.80939054
temp_1.0_8.mid	john-mayer_badge-and-gun_chorus_key_transposed.mid	0.13734029
temp_1.0_8.mid	beat_mind-of-a-dreamer_verse_key_transposed.mid	0.11031237
temp_1.0_80.mid	madeon_innocence-ft-aquillo_intro_key_transposed.mid	0.33189667
temp_1.0_80.mid	ed-sheeran_thinking-out-loud_pre-chorus_key_transposed.mid	0.27098816
temp_1.0_81.mid	incubus_pardon-me_intro_key_transposed.mid	0.26782873
temp_1.0_81.mid	nintendo_sticker-album---super-smash-bros-brawl_verse_key_transposed.mid	0.24697063
temp_1.0_82.mid	anderson-hall_mama_chorus-lead-out_key_transposed.mid	0.49791832
temp_1.0_82.mid	carrie-underwood_blown-away_verse_key_transposed.mid	0.28450938
temp_1.0_83.mid	animusic_heavy-light_chorus_key_transposed.mid	0.43551635
temp_1.0_83.mid	french-montana_unforgettable_intro_key_transposed.mid	0.41661409
temp_1.0_84.mid	bryan-adams_run-to-you_chorus_key_transposed.mid	0.99120112
temp_1.0_84.mid	ladytron_playgirl_chorus_key_transposed.mid	0.99120112
temp_1.0_85.mid	eden_gold_verse_key_transposed.mid	0.49062538
temp_1.0_85.mid	lorde_green-light_pre-chorus_key_transposed.mid	0.29487322
temp_1.0_86.mid	nero_me-and-you_chorus_key_transposed.mid	0.49881354
temp_1.0_86.mid	glenn-jones_show-me_intro_key_transposed.mid	0.48552263
temp_1.0_87.mid	afta-1_flyerthanshe_instrumental_key_transposed.mid	0.97815413
temp_1.0_87.mid	alunageorge_supernatural_instrumental_key_transposed.mid	0.97815413
temp_1.0_88.mid	chase-holfelder_i-want-you-to-want-me-in-minor-key_pre-chorus_key_transposed.mid	0.96518685
temp_1.0_88.mid	sebastian-ingrosso-and-alesso_calling---lose-my-mind_chorus_key_transposed.mid	0.96518685
temp_1.0_89.mid	hadouken_oxygen---gemini-remix_chorus_key_transposed.mid	0.33302170
temp_1.0_89.mid	george-benson_turn-your-love-around_chorus_key_transposed.mid	0.33152540
temp_1.0_9.mid	animusic_heavy-light_chorus_key_transposed.mid	0.43883022
temp_1.0_9.mid	french-montana_unforgettable_intro_key_transposed.mid	0.35709554
temp_1.0_90.mid	kylie-minogue_mighty-rivers_chorus_key_transposed.mid	0.14450337
temp_1.0_90.mid	pat-benatar_promises-in-the-dark_intro-and-verse_key_transposed.mid	0.13946067
temp_1.0_91.mid	rihanna-and-kanye-west-and-paul-mccartney_fourfiveseconds_verse_key_transposed.mid	0.24848532
temp_1.0_91.mid	greg-edmonson_nates-theme-2_chorus_key_transposed.mid	0.21091083
temp_1.0_92.mid	marny-kennedy_its-my-life_intro_key_transposed.mid	0.99374487
temp_1.0_92.mid	marny-kennedy_its-my-life_pre-outro_key_transposed.mid	0.99374487
temp_1.0_93.mid	styx_come-sail-away_verse_key_transposed.mid	0.49686201
temp_1.0_93.mid	amir_je-cherche_intro_key_transposed.mid	0.16318397
temp_1.0_94.mid	u2_magnificent---adam-k-and-soha-club-mix_chorus_key_transposed.mid	0.97150217
temp_1.0_94.mid	u2_magnificent_chorus_key_transposed.mid	0.97150217
temp_1.0_95.mid	interpol_narc_verse_key_transposed.mid	0.38778479
temp_1.0_95.mid	spice-girls_wannabe_outro_key_transposed.mid	0.13931629
temp_1.0_96.mid	light-light_kilo_verse_key_transposed.mid	0.21403167
temp_1.0_96.mid	avicii_liar-liar_pre-chorus_key_transposed.mid	0.19904675
temp_1.0_97.mid	snails-house_ra-mu-ne_chorus_key_transposed.mid	0.54779636
temp_1.0_97.mid	iosys_marisa-stole-the-precious-thing_chorus_key_transposed.mid	0.49316543
temp_1.0_98.mid	miley-cyrus_malibu_pre-chorus-and-chorus_key_transposed.mid	0.97803979
temp_1.0_98.mid	romain-gauthier_kakkoii_intro_key_transposed.mid	0.48901990
temp_1.0_99.mid	alt-j_something-good_chorus_key_transposed.mid	0.89379464
temp_1.0_99.mid	jan-and-dean_dead-mans-curve_chorus_key_transposed.mid	0.89379464
